year,state,st,county,FIPS,candidate,party,candidatevotes,totalvotes
2012,Alabama,AL,Autauga,1001,Barack Obama,democrat,6363.0,23932
2012,Alabama,AL,Autauga,1001,Mitt Romney,republican,17379.0,23932
2012,Alabama,AL,Autauga,1001,Other,,190.0,23932
2012,Alabama,AL,Baldwin,1003,Barack Obama,democrat,18424.0,85338
2012,Alabama,AL,Baldwin,1003,Mitt Romney,republican,66016.0,85338
2012,Alabama,AL,Baldwin,1003,Other,,898.0,85338
2012,Alabama,AL,Barbour,1005,Barack Obama,democrat,5912.0,11509
2012,Alabama,AL,Barbour,1005,Mitt Romney,republican,5550.0,11509
2012,Alabama,AL,Barbour,1005,Other,,47.0,11509
2012,Alabama,AL,Bibb,1007,Barack Obama,democrat,2202.0,8420
2012,Alabama,AL,Bibb,1007,Mitt Romney,republican,6132.0,8420
2012,Alabama,AL,Bibb,1007,Other,,86.0,8420
2012,Alabama,AL,Blount,1009,Barack Obama,democrat,2970.0,24006
2012,Alabama,AL,Blount,1009,Mitt Romney,republican,20757.0,24006
2012,Alabama,AL,Blount,1009,Other,,279.0,24006
2012,Alabama,AL,Bullock,1011,Barack Obama,democrat,4061.0,5322
2012,Alabama,AL,Bullock,1011,Mitt Romney,republican,1251.0,5322
2012,Alabama,AL,Bullock,1011,Other,,10.0,5322
2012,Alabama,AL,Butler,1013,Barack Obama,democrat,4374.0,9496
2012,Alabama,AL,Butler,1013,Mitt Romney,republican,5087.0,9496
2012,Alabama,AL,Butler,1013,Other,,35.0,9496
2012,Alabama,AL,Calhoun,1015,Barack Obama,democrat,15511.0,46257
2012,Alabama,AL,Calhoun,1015,Mitt Romney,republican,30278.0,46257
2012,Alabama,AL,Calhoun,1015,Other,,468.0,46257
2012,Alabama,AL,Chambers,1017,Barack Obama,democrat,6871.0,14611
2012,Alabama,AL,Chambers,1017,Mitt Romney,republican,7626.0,14611
2012,Alabama,AL,Chambers,1017,Other,,114.0,14611
2012,Alabama,AL,Cherokee,1019,Barack Obama,democrat,2132.0,9779
2012,Alabama,AL,Cherokee,1019,Mitt Romney,republican,7506.0,9779
2012,Alabama,AL,Cherokee,1019,Other,,141.0,9779
2012,Alabama,AL,Chilton,1021,Barack Obama,democrat,3397.0,17462
2012,Alabama,AL,Chilton,1021,Mitt Romney,republican,13932.0,17462
2012,Alabama,AL,Chilton,1021,Other,,133.0,17462
2012,Alabama,AL,Choctaw,1023,Barack Obama,democrat,3786.0,7968
2012,Alabama,AL,Choctaw,1023,Mitt Romney,republican,4152.0,7968
2012,Alabama,AL,Choctaw,1023,Other,,30.0,7968
2012,Alabama,AL,Clarke,1025,Barack Obama,democrat,6334.0,13851
2012,Alabama,AL,Clarke,1025,Mitt Romney,republican,7470.0,13851
2012,Alabama,AL,Clarke,1025,Other,,47.0,13851
2012,Alabama,AL,Clay,1027,Barack Obama,democrat,1777.0,6662
2012,Alabama,AL,Clay,1027,Mitt Romney,republican,4817.0,6662
2012,Alabama,AL,Clay,1027,Other,,68.0,6662
2012,Alabama,AL,Cleburne,1029,Barack Obama,democrat,971.0,6305
2012,Alabama,AL,Cleburne,1029,Mitt Romney,republican,5272.0,6305
2012,Alabama,AL,Cleburne,1029,Other,,62.0,6305
2012,Alabama,AL,Coffee,1031,Barack Obama,democrat,4925.0,19770
2012,Alabama,AL,Coffee,1031,Mitt Romney,republican,14666.0,19770
2012,Alabama,AL,Coffee,1031,Other,,179.0,19770
2012,Alabama,AL,Colbert,1033,Barack Obama,democrat,9166.0,23385
2012,Alabama,AL,Colbert,1033,Mitt Romney,republican,13936.0,23385
2012,Alabama,AL,Colbert,1033,Other,,283.0,23385
2012,Alabama,AL,Conecuh,1035,Barack Obama,democrat,3555.0,7022
2012,Alabama,AL,Conecuh,1035,Mitt Romney,republican,3439.0,7022
2012,Alabama,AL,Conecuh,1035,Other,,28.0,7022
2012,Alabama,AL,Coosa,1037,Barack Obama,democrat,2191.0,5269
2012,Alabama,AL,Coosa,1037,Mitt Romney,republican,3049.0,5269
2012,Alabama,AL,Coosa,1037,Other,,29.0,5269
2012,Alabama,AL,Covington,1039,Barack Obama,democrat,3158.0,15423
2012,Alabama,AL,Covington,1039,Mitt Romney,republican,12153.0,15423
2012,Alabama,AL,Covington,1039,Other,,112.0,15423
2012,Alabama,AL,Crenshaw,1041,Barack Obama,democrat,2050.0,6418
2012,Alabama,AL,Crenshaw,1041,Mitt Romney,republican,4331.0,6418
2012,Alabama,AL,Crenshaw,1041,Other,,37.0,6418
2012,Alabama,AL,Cullman,1043,Barack Obama,democrat,5052.0,34457
2012,Alabama,AL,Cullman,1043,Mitt Romney,republican,28999.0,34457
2012,Alabama,AL,Cullman,1043,Other,,406.0,34457
2012,Alabama,AL,Dale,1045,Barack Obama,democrat,5286.0,18557
2012,Alabama,AL,Dale,1045,Mitt Romney,republican,13108.0,18557
2012,Alabama,AL,Dale,1045,Other,,163.0,18557
2012,Alabama,AL,Dallas,1047,Barack Obama,democrat,14612.0,20953
2012,Alabama,AL,Dallas,1047,Mitt Romney,republican,6288.0,20953
2012,Alabama,AL,Dallas,1047,Other,,53.0,20953
2012,Alabama,AL,DeKalb,1049,Barack Obama,democrat,5239.0,23863
2012,Alabama,AL,DeKalb,1049,Mitt Romney,republican,18331.0,23863
2012,Alabama,AL,DeKalb,1049,Other,,293.0,23863
2012,Alabama,AL,Elmore,1051,Barack Obama,democrat,8954.0,35485
2012,Alabama,AL,Elmore,1051,Mitt Romney,republican,26253.0,35485
2012,Alabama,AL,Elmore,1051,Other,,278.0,35485
2012,Alabama,AL,Escambia,1053,Barack Obama,democrat,5489.0,14869
2012,Alabama,AL,Escambia,1053,Mitt Romney,republican,9287.0,14869
2012,Alabama,AL,Escambia,1053,Other,,93.0,14869
2012,Alabama,AL,Etowah,1055,Barack Obama,democrat,12803.0,42530
2012,Alabama,AL,Etowah,1055,Mitt Romney,republican,29130.0,42530
2012,Alabama,AL,Etowah,1055,Other,,597.0,42530
2012,Alabama,AL,Fayette,1057,Barack Obama,democrat,1817.0,7946
2012,Alabama,AL,Fayette,1057,Mitt Romney,republican,6054.0,7946
2012,Alabama,AL,Fayette,1057,Other,,75.0,7946
2012,Alabama,AL,Franklin,1059,Barack Obama,democrat,3171.0,10859
2012,Alabama,AL,Franklin,1059,Mitt Romney,republican,7567.0,10859
2012,Alabama,AL,Franklin,1059,Other,,121.0,10859
2012,Alabama,AL,Geneva,1061,Barack Obama,democrat,2039.0,11320
2012,Alabama,AL,Geneva,1061,Mitt Romney,republican,9175.0,11320
2012,Alabama,AL,Geneva,1061,Other,,106.0,11320
2012,Alabama,AL,Greene,1063,Barack Obama,democrat,4521.0,5340
2012,Alabama,AL,Greene,1063,Mitt Romney,republican,804.0,5340
2012,Alabama,AL,Greene,1063,Other,,15.0,5340
2012,Alabama,AL,Hale,1065,Barack Obama,democrat,5411.0,8643
2012,Alabama,AL,Hale,1065,Mitt Romney,republican,3210.0,8643
2012,Alabama,AL,Hale,1065,Other,,22.0,8643
2012,Alabama,AL,Henry,1067,Barack Obama,democrat,3083.0,8760
2012,Alabama,AL,Henry,1067,Mitt Romney,republican,5628.0,8760
2012,Alabama,AL,Henry,1067,Other,,49.0,8760
2012,Alabama,AL,Houston,1069,Barack Obama,democrat,12367.0,41918
2012,Alabama,AL,Houston,1069,Mitt Romney,republican,29270.0,41918
2012,Alabama,AL,Houston,1069,Other,,281.0,41918
2012,Alabama,AL,Jackson,1071,Barack Obama,democrat,5822.0,20577
2012,Alabama,AL,Jackson,1071,Mitt Romney,republican,14439.0,20577
2012,Alabama,AL,Jackson,1071,Other,,316.0,20577
2012,Alabama,AL,Jefferson,1073,Barack Obama,democrat,159876.0,303918
2012,Alabama,AL,Jefferson,1073,Mitt Romney,republican,141683.0,303918
2012,Alabama,AL,Jefferson,1073,Other,,2359.0,303918
2012,Alabama,AL,Lamar,1075,Barack Obama,democrat,1646.0,7166
2012,Alabama,AL,Lamar,1075,Mitt Romney,republican,5457.0,7166
2012,Alabama,AL,Lamar,1075,Other,,63.0,7166
2012,Alabama,AL,Lauderdale,1077,Barack Obama,democrat,12511.0,36924
2012,Alabama,AL,Lauderdale,1077,Mitt Romney,republican,23911.0,36924
2012,Alabama,AL,Lauderdale,1077,Other,,502.0,36924
2012,Alabama,AL,Lawrence,1079,Barack Obama,democrat,5069.0,14112
2012,Alabama,AL,Lawrence,1079,Mitt Romney,republican,8874.0,14112
2012,Alabama,AL,Lawrence,1079,Other,,169.0,14112
2012,Alabama,AL,Lee,1081,Barack Obama,democrat,21381.0,54359
2012,Alabama,AL,Lee,1081,Mitt Romney,republican,32194.0,54359
2012,Alabama,AL,Lee,1081,Other,,784.0,54359
2012,Alabama,AL,Limestone,1083,Barack Obama,democrat,9829.0,35459
2012,Alabama,AL,Limestone,1083,Mitt Romney,republican,25295.0,35459
2012,Alabama,AL,Limestone,1083,Other,,335.0,35459
2012,Alabama,AL,Lowndes,1085,Barack Obama,democrat,5747.0,7521
2012,Alabama,AL,Lowndes,1085,Mitt Romney,republican,1756.0,7521
2012,Alabama,AL,Lowndes,1085,Other,,18.0,7521
2012,Alabama,AL,Macon,1087,Barack Obama,democrat,9045.0,10394
2012,Alabama,AL,Macon,1087,Mitt Romney,republican,1331.0,10394
2012,Alabama,AL,Macon,1087,Other,,18.0,10394
2012,Alabama,AL,Madison,1089,Barack Obama,democrat,62015.0,155059
2012,Alabama,AL,Madison,1089,Mitt Romney,republican,90884.0,155059
2012,Alabama,AL,Madison,1089,Other,,2160.0,155059
2012,Alabama,AL,Marengo,1091,Barack Obama,democrat,6167.0,11537
2012,Alabama,AL,Marengo,1091,Mitt Romney,republican,5336.0,11537
2012,Alabama,AL,Marengo,1091,Other,,34.0,11537
2012,Alabama,AL,Marion,1093,Barack Obama,democrat,2249.0,12105
2012,Alabama,AL,Marion,1093,Mitt Romney,republican,9697.0,12105
2012,Alabama,AL,Marion,1093,Other,,159.0,12105
2012,Alabama,AL,Marshall,1095,Barack Obama,democrat,6299.0,32566
2012,Alabama,AL,Marshall,1095,Mitt Romney,republican,25867.0,32566
2012,Alabama,AL,Marshall,1095,Other,,400.0,32566
2012,Alabama,AL,Mobile,1097,Barack Obama,democrat,78760.0,174864
2012,Alabama,AL,Mobile,1097,Mitt Romney,republican,94893.0,174864
2012,Alabama,AL,Mobile,1097,Other,,1211.0,174864
2012,Alabama,AL,Monroe,1099,Barack Obama,democrat,4914.0,10708
2012,Alabama,AL,Monroe,1099,Mitt Romney,republican,5741.0,10708
2012,Alabama,AL,Monroe,1099,Other,,53.0,10708
2012,Alabama,AL,Montgomery,1101,Barack Obama,democrat,63085.0,101924
2012,Alabama,AL,Montgomery,1101,Mitt Romney,republican,38332.0,101924
2012,Alabama,AL,Montgomery,1101,Other,,507.0,101924
2012,Alabama,AL,Morgan,1103,Barack Obama,democrat,13439.0,49323
2012,Alabama,AL,Morgan,1103,Mitt Romney,republican,35391.0,49323
2012,Alabama,AL,Morgan,1103,Other,,493.0,49323
2012,Alabama,AL,Perry,1105,Barack Obama,democrat,4568.0,6099
2012,Alabama,AL,Perry,1105,Mitt Romney,republican,1506.0,6099
2012,Alabama,AL,Perry,1105,Other,,25.0,6099
2012,Alabama,AL,Pickens,1107,Barack Obama,democrat,4455.0,9611
2012,Alabama,AL,Pickens,1107,Mitt Romney,republican,5124.0,9611
2012,Alabama,AL,Pickens,1107,Other,,32.0,9611
2012,Alabama,AL,Pike,1109,Barack Obama,democrat,6035.0,14107
2012,Alabama,AL,Pike,1109,Mitt Romney,republican,7963.0,14107
2012,Alabama,AL,Pike,1109,Other,,109.0,14107
2012,Alabama,AL,Randolph,1111,Barack Obama,democrat,3078.0,10398
2012,Alabama,AL,Randolph,1111,Mitt Romney,republican,7224.0,10398
2012,Alabama,AL,Randolph,1111,Other,,96.0,10398
2012,Alabama,AL,Russell,1113,Barack Obama,democrat,10500.0,18879
2012,Alabama,AL,Russell,1113,Mitt Romney,republican,8278.0,18879
2012,Alabama,AL,Russell,1113,Other,,101.0,18879
2012,Alabama,AL,St. Clair,1115,Barack Obama,democrat,5801.0,35148
2012,Alabama,AL,St. Clair,1115,Mitt Romney,republican,29031.0,35148
2012,Alabama,AL,St. Clair,1115,Other,,316.0,35148
2012,Alabama,AL,Shelby,1117,Barack Obama,democrat,20051.0,92507
2012,Alabama,AL,Shelby,1117,Mitt Romney,republican,71436.0,92507
2012,Alabama,AL,Shelby,1117,Other,,1020.0,92507
2012,Alabama,AL,Sumter,1119,Barack Obama,democrat,5421.0,7027
2012,Alabama,AL,Sumter,1119,Mitt Romney,republican,1586.0,7027
2012,Alabama,AL,Sumter,1119,Other,,20.0,7027
2012,Alabama,AL,Talladega,1121,Barack Obama,democrat,13905.0,33373
2012,Alabama,AL,Talladega,1121,Mitt Romney,republican,19246.0,33373
2012,Alabama,AL,Talladega,1121,Other,,222.0,33373
2012,Alabama,AL,Tallapoosa,1123,Barack Obama,democrat,6319.0,18829
2012,Alabama,AL,Tallapoosa,1123,Mitt Romney,republican,12396.0,18829
2012,Alabama,AL,Tallapoosa,1123,Other,,114.0,18829
2012,Alabama,AL,Tuscaloosa,1125,Barack Obama,democrat,32048.0,78590
2012,Alabama,AL,Tuscaloosa,1125,Mitt Romney,republican,45748.0,78590
2012,Alabama,AL,Tuscaloosa,1125,Other,,794.0,78590
2012,Alabama,AL,Walker,1127,Barack Obama,democrat,6557.0,28521
2012,Alabama,AL,Walker,1127,Mitt Romney,republican,21651.0,28521
2012,Alabama,AL,Walker,1127,Other,,313.0,28521
2012,Alabama,AL,Washington,1129,Barack Obama,democrat,2976.0,8778
2012,Alabama,AL,Washington,1129,Mitt Romney,republican,5761.0,8778
2012,Alabama,AL,Washington,1129,Other,,41.0,8778
2012,Alabama,AL,Wilcox,1131,Barack Obama,democrat,4868.0,6551
2012,Alabama,AL,Wilcox,1131,Mitt Romney,republican,1679.0,6551
2012,Alabama,AL,Wilcox,1131,Other,,4.0,6551
2012,Alabama,AL,Winston,1133,Barack Obama,democrat,1286.0,9714
2012,Alabama,AL,Winston,1133,Mitt Romney,republican,8312.0,9714
2012,Alabama,AL,Winston,1133,Other,,116.0,9714
2012,Arizona,AZ,Apache,4001,Barack Obama,democrat,17147.0,25848
2012,Arizona,AZ,Apache,4001,Mitt Romney,republican,8250.0,25848
2012,Arizona,AZ,Apache,4001,Other,,451.0,25848
2012,Arizona,AZ,Cochise,4003,Barack Obama,democrat,18546.0,49003
2012,Arizona,AZ,Cochise,4003,Mitt Romney,republican,29497.0,49003
2012,Arizona,AZ,Cochise,4003,Other,,960.0,49003
2012,Arizona,AZ,Coconino,4005,Barack Obama,democrat,29257.0,51731
2012,Arizona,AZ,Coconino,4005,Mitt Romney,republican,21220.0,51731
2012,Arizona,AZ,Coconino,4005,Other,,1254.0,51731
2012,Arizona,AZ,Gila,4007,Barack Obama,democrat,7697.0,21528
2012,Arizona,AZ,Gila,4007,Mitt Romney,republican,13455.0,21528
2012,Arizona,AZ,Gila,4007,Other,,376.0,21528
2012,Arizona,AZ,Graham,4009,Barack Obama,democrat,3609.0,11855
2012,Arizona,AZ,Graham,4009,Mitt Romney,republican,8076.0,11855
2012,Arizona,AZ,Graham,4009,Other,,170.0,11855
2012,Arizona,AZ,Greenlee,4011,Barack Obama,democrat,1310.0,2974
2012,Arizona,AZ,Greenlee,4011,Mitt Romney,republican,1592.0,2974
2012,Arizona,AZ,Greenlee,4011,Other,,72.0,2974
2012,Arizona,AZ,La Paz,4012,Barack Obama,democrat,1880.0,5717
2012,Arizona,AZ,La Paz,4012,Mitt Romney,republican,3714.0,5717
2012,Arizona,AZ,La Paz,4012,Other,,123.0,5717
2012,Arizona,AZ,Maricopa,4013,Barack Obama,democrat,602288.0,1376558
2012,Arizona,AZ,Maricopa,4013,Mitt Romney,republican,749885.0,1376558
2012,Arizona,AZ,Maricopa,4013,Other,,24385.0,1376558
2012,Arizona,AZ,Mohave,4015,Barack Obama,democrat,19533.0,70010
2012,Arizona,AZ,Mohave,4015,Mitt Romney,republican,49168.0,70010
2012,Arizona,AZ,Mohave,4015,Other,,1309.0,70010
2012,Arizona,AZ,Navajo,4017,Barack Obama,democrat,16945.0,37335
2012,Arizona,AZ,Navajo,4017,Mitt Romney,republican,19884.0,37335
2012,Arizona,AZ,Navajo,4017,Other,,506.0,37335
2012,Arizona,AZ,Pima,4019,Barack Obama,democrat,201251.0,382250
2012,Arizona,AZ,Pima,4019,Mitt Romney,republican,174779.0,382250
2012,Arizona,AZ,Pima,4019,Other,,6220.0,382250
2012,Arizona,AZ,Pinal,4021,Barack Obama,democrat,44306.0,108315
2012,Arizona,AZ,Pinal,4021,Mitt Romney,republican,62079.0,108315
2012,Arizona,AZ,Pinal,4021,Other,,1930.0,108315
2012,Arizona,AZ,Santa Cruz,4023,Barack Obama,democrat,9486.0,13894
2012,Arizona,AZ,Santa Cruz,4023,Mitt Romney,republican,4235.0,13894
2012,Arizona,AZ,Santa Cruz,4023,Other,,173.0,13894
2012,Arizona,AZ,Yavapai,4025,Barack Obama,democrat,33918.0,100283
2012,Arizona,AZ,Yavapai,4025,Mitt Romney,republican,64468.0,100283
2012,Arizona,AZ,Yavapai,4025,Other,,1897.0,100283
2012,Arizona,AZ,Yuma,4027,Barack Obama,democrat,18059.0,41953
2012,Arizona,AZ,Yuma,4027,Mitt Romney,republican,23352.0,41953
2012,Arizona,AZ,Yuma,4027,Other,,542.0,41953
2012,Arkansas,AR,Arkansas,5001,Barack Obama,democrat,2455.0,6494
2012,Arkansas,AR,Arkansas,5001,Mitt Romney,republican,3897.0,6494
2012,Arkansas,AR,Arkansas,5001,Other,,142.0,6494
2012,Arkansas,AR,Ashley,5003,Barack Obama,democrat,2859.0,7921
2012,Arkansas,AR,Ashley,5003,Mitt Romney,republican,4867.0,7921
2012,Arkansas,AR,Ashley,5003,Other,,195.0,7921
2012,Arkansas,AR,Baxter,5005,Barack Obama,democrat,5172.0,19339
2012,Arkansas,AR,Baxter,5005,Mitt Romney,republican,13688.0,19339
2012,Arkansas,AR,Baxter,5005,Other,,479.0,19339
2012,Arkansas,AR,Benton,5007,Barack Obama,democrat,22636.0,79257
2012,Arkansas,AR,Benton,5007,Mitt Romney,republican,54646.0,79257
2012,Arkansas,AR,Benton,5007,Other,,1975.0,79257
2012,Arkansas,AR,Boone,5009,Barack Obama,democrat,3772.0,15391
2012,Arkansas,AR,Boone,5009,Mitt Romney,republican,11159.0,15391
2012,Arkansas,AR,Boone,5009,Other,,460.0,15391
2012,Arkansas,AR,Bradley,5011,Barack Obama,democrat,1449.0,3652
2012,Arkansas,AR,Bradley,5011,Mitt Romney,republican,2134.0,3652
2012,Arkansas,AR,Bradley,5011,Other,,69.0,3652
2012,Arkansas,AR,Calhoun,5013,Barack Obama,democrat,660.0,2174
2012,Arkansas,AR,Calhoun,5013,Mitt Romney,republican,1458.0,2174
2012,Arkansas,AR,Calhoun,5013,Other,,56.0,2174
2012,Arkansas,AR,Carroll,5015,Barack Obama,democrat,3696.0,10183
2012,Arkansas,AR,Carroll,5015,Mitt Romney,republican,6125.0,10183
2012,Arkansas,AR,Carroll,5015,Other,,362.0,10183
2012,Arkansas,AR,Chicot,5017,Barack Obama,democrat,2649.0,4361
2012,Arkansas,AR,Chicot,5017,Mitt Romney,republican,1670.0,4361
2012,Arkansas,AR,Chicot,5017,Other,,42.0,4361
2012,Arkansas,AR,Clark,5019,Barack Obama,democrat,3811.0,8409
2012,Arkansas,AR,Clark,5019,Mitt Romney,republican,4343.0,8409
2012,Arkansas,AR,Clark,5019,Other,,255.0,8409
2012,Arkansas,AR,Clay,5021,Barack Obama,democrat,1738.0,5110
2012,Arkansas,AR,Clay,5021,Mitt Romney,republican,3225.0,5110
2012,Arkansas,AR,Clay,5021,Other,,147.0,5110
2012,Arkansas,AR,Cleburne,5023,Barack Obama,democrat,2620.0,11647
2012,Arkansas,AR,Cleburne,5023,Mitt Romney,republican,8693.0,11647
2012,Arkansas,AR,Cleburne,5023,Other,,334.0,11647
2012,Arkansas,AR,Cleveland,5025,Barack Obama,democrat,845.0,3266
2012,Arkansas,AR,Cleveland,5025,Mitt Romney,republican,2313.0,3266
2012,Arkansas,AR,Cleveland,5025,Other,,108.0,3266
2012,Arkansas,AR,Columbia,5027,Barack Obama,democrat,3557.0,9455
2012,Arkansas,AR,Columbia,5027,Mitt Romney,republican,5790.0,9455
2012,Arkansas,AR,Columbia,5027,Other,,108.0,9455
2012,Arkansas,AR,Conway,5029,Barack Obama,democrat,3005.0,7730
2012,Arkansas,AR,Conway,5029,Mitt Romney,republican,4514.0,7730
2012,Arkansas,AR,Conway,5029,Other,,211.0,7730
2012,Arkansas,AR,Craighead,5031,Barack Obama,democrat,10527.0,31700
2012,Arkansas,AR,Craighead,5031,Mitt Romney,republican,20350.0,31700
2012,Arkansas,AR,Craighead,5031,Other,,823.0,31700
2012,Arkansas,AR,Crawford,5033,Barack Obama,democrat,4881.0,20591
2012,Arkansas,AR,Crawford,5033,Mitt Romney,republican,15145.0,20591
2012,Arkansas,AR,Crawford,5033,Other,,565.0,20591
2012,Arkansas,AR,Crittenden,5035,Barack Obama,democrat,9487.0,16716
2012,Arkansas,AR,Crittenden,5035,Mitt Romney,republican,6998.0,16716
2012,Arkansas,AR,Crittenden,5035,Other,,231.0,16716
2012,Arkansas,AR,Cross,5037,Barack Obama,democrat,2279.0,6681
2012,Arkansas,AR,Cross,5037,Mitt Romney,republican,4269.0,6681
2012,Arkansas,AR,Cross,5037,Other,,133.0,6681
2012,Arkansas,AR,Dallas,5039,Barack Obama,democrat,1337.0,3084
2012,Arkansas,AR,Dallas,5039,Mitt Romney,republican,1665.0,3084
2012,Arkansas,AR,Dallas,5039,Other,,82.0,3084
2012,Arkansas,AR,Desha,5041,Barack Obama,democrat,2443.0,4420
2012,Arkansas,AR,Desha,5041,Mitt Romney,republican,1896.0,4420
2012,Arkansas,AR,Desha,5041,Other,,81.0,4420
2012,Arkansas,AR,Drew,5043,Barack Obama,democrat,2630.0,6633
2012,Arkansas,AR,Drew,5043,Mitt Romney,republican,3887.0,6633
2012,Arkansas,AR,Drew,5043,Other,,116.0,6633
2012,Arkansas,AR,Faulkner,5045,Barack Obama,democrat,13621.0,41460
2012,Arkansas,AR,Faulkner,5045,Mitt Romney,republican,26722.0,41460
2012,Arkansas,AR,Faulkner,5045,Other,,1117.0,41460
2012,Arkansas,AR,Franklin,5047,Barack Obama,democrat,1726.0,6540
2012,Arkansas,AR,Franklin,5047,Mitt Romney,republican,4631.0,6540
2012,Arkansas,AR,Franklin,5047,Other,,183.0,6540
2012,Arkansas,AR,Fulton,5049,Barack Obama,democrat,1452.0,4522
2012,Arkansas,AR,Fulton,5049,Mitt Romney,republican,2949.0,4522
2012,Arkansas,AR,Fulton,5049,Other,,121.0,4522
2012,Arkansas,AR,Garland,5051,Barack Obama,democrat,13804.0,40728
2012,Arkansas,AR,Garland,5051,Mitt Romney,republican,26014.0,40728
2012,Arkansas,AR,Garland,5051,Other,,910.0,40728
2012,Arkansas,AR,Grant,5053,Barack Obama,democrat,1468.0,6479
2012,Arkansas,AR,Grant,5053,Mitt Romney,republican,4829.0,6479
2012,Arkansas,AR,Grant,5053,Other,,182.0,6479
2012,Arkansas,AR,Greene,5055,Barack Obama,democrat,4000.0,13761
2012,Arkansas,AR,Greene,5055,Mitt Romney,republican,9071.0,13761
2012,Arkansas,AR,Greene,5055,Other,,690.0,13761
2012,Arkansas,AR,Hempstead,5057,Barack Obama,democrat,2468.0,6921
2012,Arkansas,AR,Hempstead,5057,Mitt Romney,republican,4284.0,6921
2012,Arkansas,AR,Hempstead,5057,Other,,169.0,6921
2012,Arkansas,AR,Hot Spring,5059,Barack Obama,democrat,3830.0,11260
2012,Arkansas,AR,Hot Spring,5059,Mitt Romney,republican,7097.0,11260
2012,Arkansas,AR,Hot Spring,5059,Other,,333.0,11260
2012,Arkansas,AR,Howard,5061,Barack Obama,democrat,1471.0,4462
2012,Arkansas,AR,Howard,5061,Mitt Romney,republican,2892.0,4462
2012,Arkansas,AR,Howard,5061,Other,,99.0,4462
2012,Arkansas,AR,Independence,5063,Barack Obama,democrat,3281.0,12397
2012,Arkansas,AR,Independence,5063,Mitt Romney,republican,8728.0,12397
2012,Arkansas,AR,Independence,5063,Other,,388.0,12397
2012,Arkansas,AR,Izard,5065,Barack Obama,democrat,1524.0,5278
2012,Arkansas,AR,Izard,5065,Mitt Romney,republican,3575.0,5278
2012,Arkansas,AR,Izard,5065,Other,,179.0,5278
2012,Arkansas,AR,Jackson,5067,Barack Obama,democrat,2095.0,5347
2012,Arkansas,AR,Jackson,5067,Mitt Romney,republican,3072.0,5347
2012,Arkansas,AR,Jackson,5067,Other,,180.0,5347
2012,Arkansas,AR,Jefferson,5069,Barack Obama,democrat,17470.0,27383
2012,Arkansas,AR,Jefferson,5069,Mitt Romney,republican,9520.0,27383
2012,Arkansas,AR,Jefferson,5069,Other,,393.0,27383
2012,Arkansas,AR,Johnson,5071,Barack Obama,democrat,2799.0,8098
2012,Arkansas,AR,Johnson,5071,Mitt Romney,republican,5064.0,8098
2012,Arkansas,AR,Johnson,5071,Other,,235.0,8098
2012,Arkansas,AR,Lafayette,5073,Barack Obama,democrat,1173.0,2929
2012,Arkansas,AR,Lafayette,5073,Mitt Romney,republican,1713.0,2929
2012,Arkansas,AR,Lafayette,5073,Other,,43.0,2929
2012,Arkansas,AR,Lawrence,5075,Barack Obama,democrat,1788.0,5540
2012,Arkansas,AR,Lawrence,5075,Mitt Romney,republican,3536.0,5540
2012,Arkansas,AR,Lawrence,5075,Other,,216.0,5540
2012,Arkansas,AR,Lee,5077,Barack Obama,democrat,2107.0,3424
2012,Arkansas,AR,Lee,5077,Mitt Romney,republican,1280.0,3424
2012,Arkansas,AR,Lee,5077,Other,,37.0,3424
2012,Arkansas,AR,Lincoln,5079,Barack Obama,democrat,1425.0,3726
2012,Arkansas,AR,Lincoln,5079,Mitt Romney,republican,2199.0,3726
2012,Arkansas,AR,Lincoln,5079,Other,,102.0,3726
2012,Arkansas,AR,Little River,5081,Barack Obama,democrat,1552.0,5051
2012,Arkansas,AR,Little River,5081,Mitt Romney,republican,3385.0,5051
2012,Arkansas,AR,Little River,5081,Other,,114.0,5051
2012,Arkansas,AR,Logan,5083,Barack Obama,democrat,2009.0,7331
2012,Arkansas,AR,Logan,5083,Mitt Romney,republican,5079.0,7331
2012,Arkansas,AR,Logan,5083,Other,,243.0,7331
2012,Arkansas,AR,Lonoke,5085,Barack Obama,democrat,5625.0,24114
2012,Arkansas,AR,Lonoke,5085,Mitt Romney,republican,17880.0,24114
2012,Arkansas,AR,Lonoke,5085,Other,,609.0,24114
2012,Arkansas,AR,Madison,5087,Barack Obama,democrat,2099.0,6568
2012,Arkansas,AR,Madison,5087,Mitt Romney,republican,4263.0,6568
2012,Arkansas,AR,Madison,5087,Other,,206.0,6568
2012,Arkansas,AR,Marion,5089,Barack Obama,democrat,2037.0,7051
2012,Arkansas,AR,Marion,5089,Mitt Romney,republican,4774.0,7051
2012,Arkansas,AR,Marion,5089,Other,,240.0,7051
2012,Arkansas,AR,Miller,5091,Barack Obama,democrat,4518.0,15329
2012,Arkansas,AR,Miller,5091,Mitt Romney,republican,10622.0,15329
2012,Arkansas,AR,Miller,5091,Other,,189.0,15329
2012,Arkansas,AR,Mississippi,5093,Barack Obama,democrat,6467.0,13375
2012,Arkansas,AR,Mississippi,5093,Mitt Romney,republican,6603.0,13375
2012,Arkansas,AR,Mississippi,5093,Other,,305.0,13375
2012,Arkansas,AR,Monroe,5095,Barack Obama,democrat,1583.0,3230
2012,Arkansas,AR,Monroe,5095,Mitt Romney,republican,1585.0,3230
