year,state,st,county,FIPS,candidate,party,candidatevotes,totalvotes
2016,Georgia,GA,Colquitt,13071,Donald Trump,republican,9898.0,13624
2016,Georgia,GA,Colquitt,13071,Other,,263.0,13624
2016,Georgia,GA,Columbia,13073,Hillary Clinton,democrat,18887.0,64743
2016,Georgia,GA,Columbia,13073,Donald Trump,republican,43085.0,64743
2016,Georgia,GA,Columbia,13073,Other,,2771.0,64743
2016,Georgia,GA,Cook,13075,Hillary Clinton,democrat,1753.0,6057
2016,Georgia,GA,Cook,13075,Donald Trump,republican,4176.0,6057
2016,Georgia,GA,Cook,13075,Other,,128.0,6057
2016,Georgia,GA,Coweta,13077,Hillary Clinton,democrat,16583.0,61745
2016,Georgia,GA,Coweta,13077,Donald Trump,republican,42533.0,61745
2016,Georgia,GA,Coweta,13077,Other,,2629.0,61745
2016,Georgia,GA,Crawford,13079,Hillary Clinton,democrat,1421.0,5176
2016,Georgia,GA,Crawford,13079,Donald Trump,republican,3635.0,5176
2016,Georgia,GA,Crawford,13079,Other,,120.0,5176
2016,Georgia,GA,Crisp,13081,Hillary Clinton,democrat,2837.0,7512
2016,Georgia,GA,Crisp,13081,Donald Trump,republican,4549.0,7512
2016,Georgia,GA,Crisp,13081,Other,,126.0,7512
2016,Georgia,GA,Dade,13083,Hillary Clinton,democrat,965.0,6242
2016,Georgia,GA,Dade,13083,Donald Trump,republican,5051.0,6242
2016,Georgia,GA,Dade,13083,Other,,226.0,6242
2016,Georgia,GA,Dawson,13085,Hillary Clinton,democrat,1448.0,11765
2016,Georgia,GA,Dawson,13085,Donald Trump,republican,9900.0,11765
2016,Georgia,GA,Dawson,13085,Other,,417.0,11765
2016,Georgia,GA,Decatur,13087,Hillary Clinton,democrat,4124.0,10286
2016,Georgia,GA,Decatur,13087,Donald Trump,republican,6020.0,10286
2016,Georgia,GA,Decatur,13087,Other,,142.0,10286
2016,Georgia,GA,DeKalb,13089,Hillary Clinton,democrat,251370.0,314757
2016,Georgia,GA,DeKalb,13089,Donald Trump,republican,51468.0,314757
2016,Georgia,GA,DeKalb,13089,Other,,11919.0,314757
2016,Georgia,GA,Dodge,13091,Hillary Clinton,democrat,1839.0,7009
2016,Georgia,GA,Dodge,13091,Donald Trump,republican,5021.0,7009
2016,Georgia,GA,Dodge,13091,Other,,149.0,7009
2016,Georgia,GA,Dooly,13093,Hillary Clinton,democrat,1872.0,3859
2016,Georgia,GA,Dooly,13093,Donald Trump,republican,1951.0,3859
2016,Georgia,GA,Dooly,13093,Other,,36.0,3859
2016,Georgia,GA,Dougherty,13095,Hillary Clinton,democrat,23311.0,34087
2016,Georgia,GA,Dougherty,13095,Donald Trump,republican,10232.0,34087
2016,Georgia,GA,Dougherty,13095,Other,,544.0,34087
2016,Georgia,GA,Douglas,13097,Hillary Clinton,democrat,31005.0,57738
2016,Georgia,GA,Douglas,13097,Donald Trump,republican,24817.0,57738
2016,Georgia,GA,Douglas,13097,Other,,1916.0,57738
2016,Georgia,GA,Early,13099,Hillary Clinton,democrat,2168.0,4785
2016,Georgia,GA,Early,13099,Donald Trump,republican,2552.0,4785
2016,Georgia,GA,Early,13099,Other,,65.0,4785
2016,Georgia,GA,Echols,13101,Hillary Clinton,democrat,156.0,1182
2016,Georgia,GA,Echols,13101,Donald Trump,republican,1007.0,1182
2016,Georgia,GA,Echols,13101,Other,,19.0,1182
2016,Georgia,GA,Effingham,13103,Hillary Clinton,democrat,4853.0,23458
2016,Georgia,GA,Effingham,13103,Donald Trump,republican,17874.0,23458
2016,Georgia,GA,Effingham,13103,Other,,731.0,23458
2016,Georgia,GA,Elbert,13105,Hillary Clinton,democrat,2539.0,7987
2016,Georgia,GA,Elbert,13105,Donald Trump,republican,5292.0,7987
2016,Georgia,GA,Elbert,13105,Other,,156.0,7987
2016,Georgia,GA,Emanuel,13107,Hillary Clinton,democrat,2435.0,7860
2016,Georgia,GA,Emanuel,13107,Donald Trump,republican,5335.0,7860
2016,Georgia,GA,Emanuel,13107,Other,,90.0,7860
2016,Georgia,GA,Evans,13109,Hillary Clinton,democrat,1130.0,3613
2016,Georgia,GA,Evans,13109,Donald Trump,republican,2404.0,3613
2016,Georgia,GA,Evans,13109,Other,,79.0,3613
2016,Georgia,GA,Fannin,13111,Hillary Clinton,democrat,1923.0,11812
2016,Georgia,GA,Fannin,13111,Donald Trump,republican,9632.0,11812
2016,Georgia,GA,Fannin,13111,Other,,257.0,11812
2016,Georgia,GA,Fayette,13113,Hillary Clinton,democrat,23284.0,60913
2016,Georgia,GA,Fayette,13113,Donald Trump,republican,35048.0,60913
2016,Georgia,GA,Fayette,13113,Other,,2581.0,60913
2016,Georgia,GA,Floyd,13115,Hillary Clinton,democrat,9159.0,34608
2016,Georgia,GA,Floyd,13115,Donald Trump,republican,24114.0,34608
2016,Georgia,GA,Floyd,13115,Other,,1335.0,34608
2016,Georgia,GA,Forsyth,13117,Hillary Clinton,democrat,23462.0,98221
2016,Georgia,GA,Forsyth,13117,Donald Trump,republican,69851.0,98221
2016,Georgia,GA,Forsyth,13117,Other,,4908.0,98221
2016,Georgia,GA,Franklin,13119,Hillary Clinton,democrat,1243.0,8502
2016,Georgia,GA,Franklin,13119,Donald Trump,republican,7054.0,8502
2016,Georgia,GA,Franklin,13119,Other,,205.0,8502
2016,Georgia,GA,Fulton,13121,Hillary Clinton,democrat,297051.0,431391
2016,Georgia,GA,Fulton,13121,Donald Trump,republican,117783.0,431391
2016,Georgia,GA,Fulton,13121,Other,,16557.0,431391
2016,Georgia,GA,Gilmer,13123,Hillary Clinton,democrat,1965.0,12773
2016,Georgia,GA,Gilmer,13123,Donald Trump,republican,10477.0,12773
2016,Georgia,GA,Gilmer,13123,Other,,331.0,12773
2016,Georgia,GA,Glascock,13125,Hillary Clinton,democrat,138.0,1390
2016,Georgia,GA,Glascock,13125,Donald Trump,republican,1235.0,1390
2016,Georgia,GA,Glascock,13125,Other,,17.0,1390
2016,Georgia,GA,Glynn,13127,Hillary Clinton,democrat,11775.0,34263
2016,Georgia,GA,Glynn,13127,Donald Trump,republican,21512.0,34263
2016,Georgia,GA,Glynn,13127,Other,,976.0,34263
2016,Georgia,GA,Gordon,13129,Hillary Clinton,democrat,3181.0,18959
2016,Georgia,GA,Gordon,13129,Donald Trump,republican,15191.0,18959
2016,Georgia,GA,Gordon,13129,Other,,587.0,18959
2016,Georgia,GA,Grady,13131,Hillary Clinton,democrat,3013.0,9213
2016,Georgia,GA,Grady,13131,Donald Trump,republican,6053.0,9213
2016,Georgia,GA,Grady,13131,Other,,147.0,9213
2016,Georgia,GA,Greene,13133,Hillary Clinton,democrat,3199.0,8852
2016,Georgia,GA,Greene,13133,Donald Trump,republican,5490.0,8852
2016,Georgia,GA,Greene,13133,Other,,163.0,8852
2016,Georgia,GA,Gwinnett,13135,Hillary Clinton,democrat,166153.0,328331
2016,Georgia,GA,Gwinnett,13135,Donald Trump,republican,146989.0,328331
2016,Georgia,GA,Gwinnett,13135,Other,,15189.0,328331
2016,Georgia,GA,Habersham,13137,Hillary Clinton,democrat,2483.0,16243
2016,Georgia,GA,Habersham,13137,Donald Trump,republican,13190.0,16243
2016,Georgia,GA,Habersham,13137,Other,,570.0,16243
2016,Georgia,GA,Hall,13139,Hillary Clinton,democrat,16180.0,70694
2016,Georgia,GA,Hall,13139,Donald Trump,republican,51733.0,70694
2016,Georgia,GA,Hall,13139,Other,,2781.0,70694
2016,Georgia,GA,Hancock,13141,Hillary Clinton,democrat,2701.0,3580
2016,Georgia,GA,Hancock,13141,Donald Trump,republican,843.0,3580
2016,Georgia,GA,Hancock,13141,Other,,36.0,3580
2016,Georgia,GA,Haralson,13143,Hillary Clinton,democrat,1475.0,11357
2016,Georgia,GA,Haralson,13143,Donald Trump,republican,9585.0,11357
2016,Georgia,GA,Haralson,13143,Other,,297.0,11357
2016,Georgia,GA,Harris,13145,Hillary Clinton,democrat,4086.0,16502
2016,Georgia,GA,Harris,13145,Donald Trump,republican,11936.0,16502
2016,Georgia,GA,Harris,13145,Other,,480.0,16502
2016,Georgia,GA,Hart,13147,Hillary Clinton,democrat,2585.0,10117
2016,Georgia,GA,Hart,13147,Donald Trump,republican,7286.0,10117
2016,Georgia,GA,Hart,13147,Other,,246.0,10117
2016,Georgia,GA,Heard,13149,Hillary Clinton,democrat,743.0,4223
2016,Georgia,GA,Heard,13149,Donald Trump,republican,3370.0,4223
2016,Georgia,GA,Heard,13149,Other,,110.0,4223
2016,Georgia,GA,Henry,13151,Hillary Clinton,democrat,50057.0,98766
2016,Georgia,GA,Henry,13151,Donald Trump,republican,45724.0,98766
2016,Georgia,GA,Henry,13151,Other,,2985.0,98766
2016,Georgia,GA,Houston,13153,Hillary Clinton,democrat,22553.0,60079
2016,Georgia,GA,Houston,13153,Donald Trump,republican,35430.0,60079
2016,Georgia,GA,Houston,13153,Other,,2096.0,60079
2016,Georgia,GA,Irwin,13155,Hillary Clinton,democrat,891.0,3670
2016,Georgia,GA,Irwin,13155,Donald Trump,republican,2716.0,3670
2016,Georgia,GA,Irwin,13155,Other,,63.0,3670
2016,Georgia,GA,Jackson,13157,Hillary Clinton,democrat,4491.0,27190
2016,Georgia,GA,Jackson,13157,Donald Trump,republican,21784.0,27190
2016,Georgia,GA,Jackson,13157,Other,,915.0,27190
2016,Georgia,GA,Jasper,13159,Hillary Clinton,democrat,1544.0,6045
2016,Georgia,GA,Jasper,13159,Donald Trump,republican,4360.0,6045
2016,Georgia,GA,Jasper,13159,Other,,141.0,6045
2016,Georgia,GA,Jeff Davis,13161,Hillary Clinton,democrat,901.0,5096
2016,Georgia,GA,Jeff Davis,13161,Donald Trump,republican,4104.0,5096
2016,Georgia,GA,Jeff Davis,13161,Other,,91.0,5096
2016,Georgia,GA,Jefferson,13163,Hillary Clinton,democrat,3821.0,6968
2016,Georgia,GA,Jefferson,13163,Donald Trump,republican,3063.0,6968
2016,Georgia,GA,Jefferson,13163,Other,,84.0,6968
2016,Georgia,GA,Jenkins,13165,Hillary Clinton,democrat,1123.0,3056
2016,Georgia,GA,Jenkins,13165,Donald Trump,republican,1895.0,3056
2016,Georgia,GA,Jenkins,13165,Other,,38.0,3056
2016,Georgia,GA,Johnson,13167,Hillary Clinton,democrat,1136.0,3686
2016,Georgia,GA,Johnson,13167,Donald Trump,republican,2519.0,3686
2016,Georgia,GA,Johnson,13167,Other,,31.0,3686
2016,Georgia,GA,Jones,13169,Hillary Clinton,democrat,3961.0,12551
2016,Georgia,GA,Jones,13169,Donald Trump,republican,8305.0,12551
2016,Georgia,GA,Jones,13169,Other,,285.0,12551
2016,Georgia,GA,Lamar,13171,Hillary Clinton,democrat,2270.0,7612
2016,Georgia,GA,Lamar,13171,Donald Trump,republican,5190.0,7612
2016,Georgia,GA,Lamar,13171,Other,,152.0,7612
2016,Georgia,GA,Lanier,13173,Hillary Clinton,democrat,806.0,2871
2016,Georgia,GA,Lanier,13173,Donald Trump,republican,1984.0,2871
2016,Georgia,GA,Lanier,13173,Other,,81.0,2871
2016,Georgia,GA,Laurens,13175,Hillary Clinton,democrat,6752.0,19530
2016,Georgia,GA,Laurens,13175,Donald Trump,republican,12411.0,19530
2016,Georgia,GA,Laurens,13175,Other,,367.0,19530
2016,Georgia,GA,Lee,13177,Hillary Clinton,democrat,3170.0,14143
2016,Georgia,GA,Lee,13177,Donald Trump,republican,10646.0,14143
2016,Georgia,GA,Lee,13177,Other,,327.0,14143
2016,Georgia,GA,Liberty,13179,Hillary Clinton,democrat,9556.0,16143
2016,Georgia,GA,Liberty,13179,Donald Trump,republican,6134.0,16143
2016,Georgia,GA,Liberty,13179,Other,,453.0,16143
2016,Georgia,GA,Lincoln,13181,Hillary Clinton,democrat,1273.0,4102
2016,Georgia,GA,Lincoln,13181,Donald Trump,republican,2759.0,4102
2016,Georgia,GA,Lincoln,13181,Other,,70.0,4102
2016,Georgia,GA,Long,13183,Hillary Clinton,democrat,1360.0,4117
2016,Georgia,GA,Long,13183,Donald Trump,republican,2626.0,4117
2016,Georgia,GA,Long,13183,Other,,131.0,4117
2016,Georgia,GA,Lowndes,13185,Hillary Clinton,democrat,15064.0,37805
2016,Georgia,GA,Lowndes,13185,Donald Trump,republican,21635.0,37805
2016,Georgia,GA,Lowndes,13185,Other,,1106.0,37805
2016,Georgia,GA,Lumpkin,13187,Hillary Clinton,democrat,2220.0,12425
2016,Georgia,GA,Lumpkin,13187,Donald Trump,republican,9619.0,12425
2016,Georgia,GA,Lumpkin,13187,Other,,586.0,12425
2016,Georgia,GA,McDuffie,13189,Hillary Clinton,democrat,3699.0,9268
2016,Georgia,GA,McDuffie,13189,Donald Trump,republican,5432.0,9268
2016,Georgia,GA,McDuffie,13189,Other,,137.0,9268
2016,Georgia,GA,McIntosh,13191,Hillary Clinton,democrat,2303.0,5903
2016,Georgia,GA,McIntosh,13191,Donald Trump,republican,3487.0,5903
2016,Georgia,GA,McIntosh,13191,Other,,113.0,5903
2016,Georgia,GA,Macon,13193,Hillary Clinton,democrat,2705.0,4287
2016,Georgia,GA,Macon,13193,Donald Trump,republican,1540.0,4287
2016,Georgia,GA,Macon,13193,Other,,42.0,4287
2016,Georgia,GA,Madison,13195,Hillary Clinton,democrat,2425.0,11998
2016,Georgia,GA,Madison,13195,Donald Trump,republican,9201.0,11998
2016,Georgia,GA,Madison,13195,Other,,372.0,11998
2016,Georgia,GA,Marion,13197,Hillary Clinton,democrat,1213.0,3190
2016,Georgia,GA,Marion,13197,Donald Trump,republican,1921.0,3190
2016,Georgia,GA,Marion,13197,Other,,56.0,3190
2016,Georgia,GA,Meriwether,13199,Hillary Clinton,democrat,3804.0,9217
2016,Georgia,GA,Meriwether,13199,Donald Trump,republican,5222.0,9217
2016,Georgia,GA,Meriwether,13199,Other,,191.0,9217
2016,Georgia,GA,Miller,13201,Hillary Clinton,democrat,623.0,2544
2016,Georgia,GA,Miller,13201,Donald Trump,republican,1891.0,2544
2016,Georgia,GA,Miller,13201,Other,,30.0,2544
2016,Georgia,GA,Mitchell,13205,Hillary Clinton,democrat,3493.0,7880
2016,Georgia,GA,Mitchell,13205,Donald Trump,republican,4279.0,7880
2016,Georgia,GA,Mitchell,13205,Other,,108.0,7880
2016,Georgia,GA,Monroe,13207,Hillary Clinton,democrat,3571.0,12687
2016,Georgia,GA,Monroe,13207,Donald Trump,republican,8832.0,12687
2016,Georgia,GA,Monroe,13207,Other,,284.0,12687
2016,Georgia,GA,Montgomery,13209,Hillary Clinton,democrat,847.0,3576
2016,Georgia,GA,Montgomery,13209,Donald Trump,republican,2670.0,3576
2016,Georgia,GA,Montgomery,13209,Other,,59.0,3576
2016,Georgia,GA,Morgan,13211,Hillary Clinton,democrat,2663.0,9475
2016,Georgia,GA,Morgan,13211,Donald Trump,republican,6559.0,9475
2016,Georgia,GA,Morgan,13211,Other,,253.0,9475
2016,Georgia,GA,Murray,13213,Hillary Clinton,democrat,1800.0,12458
2016,Georgia,GA,Murray,13213,Donald Trump,republican,10341.0,12458
2016,Georgia,GA,Murray,13213,Other,,317.0,12458
2016,Georgia,GA,Muscogee,13215,Hillary Clinton,democrat,39851.0,69032
2016,Georgia,GA,Muscogee,13215,Donald Trump,republican,26976.0,69032
2016,Georgia,GA,Muscogee,13215,Other,,2205.0,69032
2016,Georgia,GA,Newton,13217,Hillary Clinton,democrat,21943.0,43987
2016,Georgia,GA,Newton,13217,Donald Trump,republican,20913.0,43987
2016,Georgia,GA,Newton,13217,Other,,1131.0,43987
2016,Georgia,GA,Oconee,13219,Hillary Clinton,democrat,5581.0,20149
2016,Georgia,GA,Oconee,13219,Donald Trump,republican,13425.0,20149
2016,Georgia,GA,Oconee,13219,Other,,1143.0,20149
2016,Georgia,GA,Oglethorpe,13221,Hillary Clinton,democrat,1831.0,6674
2016,Georgia,GA,Oglethorpe,13221,Donald Trump,republican,4625.0,6674
2016,Georgia,GA,Oglethorpe,13221,Other,,218.0,6674
2016,Georgia,GA,Paulding,13223,Hillary Clinton,democrat,18025.0,64890
2016,Georgia,GA,Paulding,13223,Donald Trump,republican,44662.0,64890
2016,Georgia,GA,Paulding,13223,Other,,2203.0,64890
2016,Georgia,GA,Peach,13225,Hillary Clinton,democrat,5100.0,10752
2016,Georgia,GA,Peach,13225,Donald Trump,republican,5413.0,10752
2016,Georgia,GA,Peach,13225,Other,,239.0,10752
2016,Georgia,GA,Pickens,13227,Hillary Clinton,democrat,1979.0,14038
2016,Georgia,GA,Pickens,13227,Donald Trump,republican,11651.0,14038
2016,Georgia,GA,Pickens,13227,Other,,408.0,14038
2016,Georgia,GA,Pierce,13229,Hillary Clinton,democrat,903.0,7311
2016,Georgia,GA,Pierce,13229,Donald Trump,republican,6302.0,7311
2016,Georgia,GA,Pierce,13229,Other,,106.0,7311
2016,Georgia,GA,Pike,13231,Hillary Clinton,democrat,1240.0,8725
2016,Georgia,GA,Pike,13231,Donald Trump,republican,7278.0,8725
2016,Georgia,GA,Pike,13231,Other,,207.0,8725
2016,Georgia,GA,Polk,13233,Hillary Clinton,democrat,2867.0,14215
2016,Georgia,GA,Polk,13233,Donald Trump,republican,11014.0,14215
2016,Georgia,GA,Polk,13233,Other,,334.0,14215
2016,Georgia,GA,Pulaski,13235,Hillary Clinton,democrat,1104.0,3605
2016,Georgia,GA,Pulaski,13235,Donald Trump,republican,2437.0,3605
2016,Georgia,GA,Pulaski,13235,Other,,64.0,3605
2016,Georgia,GA,Putnam,13237,Hillary Clinton,democrat,2758.0,9488
2016,Georgia,GA,Putnam,13237,Donald Trump,republican,6544.0,9488
2016,Georgia,GA,Putnam,13237,Other,,186.0,9488
2016,Georgia,GA,Quitman,13239,Hillary Clinton,democrat,461.0,1044
2016,Georgia,GA,Quitman,13239,Donald Trump,republican,575.0,1044
2016,Georgia,GA,Quitman,13239,Other,,8.0,1044
2016,Georgia,GA,Rabun,13241,Hillary Clinton,democrat,1444.0,7992
2016,Georgia,GA,Rabun,13241,Donald Trump,republican,6287.0,7992
2016,Georgia,GA,Rabun,13241,Other,,261.0,7992
2016,Georgia,GA,Randolph,13243,Hillary Clinton,democrat,1598.0,2899
2016,Georgia,GA,Randolph,13243,Donald Trump,republican,1271.0,2899
2016,Georgia,GA,Randolph,13243,Other,,30.0,2899
2016,Georgia,GA,Richmond,13245,Hillary Clinton,democrat,48814.0,75515
2016,Georgia,GA,Richmond,13245,Donald Trump,republican,24461.0,75515
2016,Georgia,GA,Richmond,13245,Other,,2240.0,75515
2016,Georgia,GA,Rockdale,13247,Hillary Clinton,democrat,23255.0,37869
2016,Georgia,GA,Rockdale,13247,Donald Trump,republican,13478.0,37869
2016,Georgia,GA,Rockdale,13247,Other,,1136.0,37869
2016,Georgia,GA,Schley,13249,Hillary Clinton,democrat,401.0,1909
2016,Georgia,GA,Schley,13249,Donald Trump,republican,1472.0,1909
2016,Georgia,GA,Schley,13249,Other,,36.0,1909
2016,Georgia,GA,Screven,13251,Hillary Clinton,democrat,2300.0,5715
2016,Georgia,GA,Screven,13251,Donald Trump,republican,3305.0,5715
2016,Georgia,GA,Screven,13251,Other,,110.0,5715
2016,Georgia,GA,Seminole,13253,Hillary Clinton,democrat,1189.0,3588
2016,Georgia,GA,Seminole,13253,Donald Trump,republican,2345.0,3588
2016,Georgia,GA,Seminole,13253,Other,,54.0,3588
2016,Georgia,GA,Spalding,13255,Hillary Clinton,democrat,9357.0,25704
2016,Georgia,GA,Spalding,13255,Donald Trump,republican,15646.0,25704
2016,Georgia,GA,Spalding,13255,Other,,701.0,25704
2016,Georgia,GA,Stephens,13257,Hillary Clinton,democrat,1837.0,9815
2016,Georgia,GA,Stephens,13257,Donald Trump,republican,7686.0,9815
2016,Georgia,GA,Stephens,13257,Other,,292.0,9815
2016,Georgia,GA,Stewart,13259,Hillary Clinton,democrat,1222.0,2058
2016,Georgia,GA,Stewart,13259,Donald Trump,republican,805.0,2058
2016,Georgia,GA,Stewart,13259,Other,,31.0,2058
2016,Georgia,GA,Sumter,13261,Hillary Clinton,democrat,5520.0,10974
2016,Georgia,GA,Sumter,13261,Donald Trump,republican,5276.0,10974
2016,Georgia,GA,Sumter,13261,Other,,178.0,10974
2016,Georgia,GA,Talbot,13263,Hillary Clinton,democrat,2002.0,3246
2016,Georgia,GA,Talbot,13263,Donald Trump,republican,1196.0,3246
2016,Georgia,GA,Talbot,13263,Other,,48.0,3246
2016,Georgia,GA,Taliaferro,13265,Hillary Clinton,democrat,545.0,897
2016,Georgia,GA,Taliaferro,13265,Donald Trump,republican,349.0,897
2016,Georgia,GA,Taliaferro,13265,Other,,3.0,897
2016,Georgia,GA,Tattnall,13267,Hillary Clinton,democrat,1681.0,6903
2016,Georgia,GA,Tattnall,13267,Donald Trump,republican,5096.0,6903
2016,Georgia,GA,Tattnall,13267,Other,,126.0,6903
2016,Georgia,GA,Taylor,13269,Hillary Clinton,democrat,1296.0,3408
2016,Georgia,GA,Taylor,13269,Donald Trump,republican,2064.0,3408
2016,Georgia,GA,Taylor,13269,Other,,48.0,3408
2016,Georgia,GA,Telfair,13271,Hillary Clinton,democrat,1313.0,3796
2016,Georgia,GA,Telfair,13271,Donald Trump,republican,2450.0,3796
2016,Georgia,GA,Telfair,13271,Other,,33.0,3796
2016,Georgia,GA,Terrell,13273,Hillary Clinton,democrat,2267.0,4189
2016,Georgia,GA,Terrell,13273,Donald Trump,republican,1874.0,4189
2016,Georgia,GA,Terrell,13273,Other,,48.0,4189
2016,Georgia,GA,Thomas,13275,Hillary Clinton,democrat,7142.0,18802
2016,Georgia,GA,Thomas,13275,Donald Trump,republican,11228.0,18802
2016,Georgia,GA,Thomas,13275,Other,,432.0,18802
2016,Georgia,GA,Tift,13277,Hillary Clinton,democrat,4347.0,14219
2016,Georgia,GA,Tift,13277,Donald Trump,republican,9584.0,14219
2016,Georgia,GA,Tift,13277,Other,,288.0,14219
2016,Georgia,GA,Toombs,13279,Hillary Clinton,democrat,2338.0,9138
2016,Georgia,GA,Toombs,13279,Donald Trump,republican,6615.0,9138
2016,Georgia,GA,Toombs,13279,Other,,185.0,9138
2016,Georgia,GA,Towns,13281,Hillary Clinton,democrat,1210.0,6764
2016,Georgia,GA,Towns,13281,Donald Trump,republican,5383.0,6764
2016,Georgia,GA,Towns,13281,Other,,171.0,6764
2016,Georgia,GA,Treutlen,13283,Hillary Clinton,democrat,862.0,2703
2016,Georgia,GA,Treutlen,13283,Donald Trump,republican,1809.0,2703
2016,Georgia,GA,Treutlen,13283,Other,,32.0,2703
2016,Georgia,GA,Troup,13285,Hillary Clinton,democrat,9713.0,26111
2016,Georgia,GA,Troup,13285,Donald Trump,republican,15750.0,26111
2016,Georgia,GA,Troup,13285,Other,,648.0,26111
2016,Georgia,GA,Turner,13287,Hillary Clinton,democrat,1246.0,3398
2016,Georgia,GA,Turner,13287,Donald Trump,republican,2095.0,3398
2016,Georgia,GA,Turner,13287,Other,,57.0,3398
2016,Georgia,GA,Twiggs,13289,Hillary Clinton,democrat,1971.0,4059
2016,Georgia,GA,Twiggs,13289,Donald Trump,republican,2035.0,4059
2016,Georgia,GA,Twiggs,13289,Other,,53.0,4059
2016,Georgia,GA,Union,13291,Hillary Clinton,democrat,1963.0,12063
2016,Georgia,GA,Union,13291,Donald Trump,republican,9852.0,12063
2016,Georgia,GA,Union,13291,Other,,248.0,12063
2016,Georgia,GA,Upson,13293,Hillary Clinton,democrat,3475.0,10934
2016,Georgia,GA,Upson,13293,Donald Trump,republican,7292.0,10934
2016,Georgia,GA,Upson,13293,Other,,167.0,10934
2016,Georgia,GA,Walker,13295,Hillary Clinton,democrat,4215.0,23956
2016,Georgia,GA,Walker,13295,Donald Trump,republican,18950.0,23956
2016,Georgia,GA,Walker,13295,Other,,791.0,23956
2016,Georgia,GA,Walton,13297,Hillary Clinton,democrat,8292.0,40698
2016,Georgia,GA,Walton,13297,Donald Trump,republican,31125.0,40698
2016,Georgia,GA,Walton,13297,Other,,1281.0,40698
2016,Georgia,GA,Ware,13299,Hillary Clinton,democrat,3440.0,12184
2016,Georgia,GA,Ware,13299,Donald Trump,republican,8513.0,12184
2016,Georgia,GA,Ware,13299,Other,,231.0,12184
2016,Georgia,GA,Warren,13301,Hillary Clinton,democrat,1314.0,2334
2016,Georgia,GA,Warren,13301,Donald Trump,republican,991.0,2334
2016,Georgia,GA,Warren,13301,Other,,29.0,2334
2016,Georgia,GA,Washington,13303,Hillary Clinton,democrat,4200.0,8461
2016,Georgia,GA,Washington,13303,Donald Trump,republican,4149.0,8461
2016,Georgia,GA,Washington,13303,Other,,112.0,8461
2016,Georgia,GA,Wayne,13305,Hillary Clinton,democrat,2041.0,10413
2016,Georgia,GA,Wayne,13305,Donald Trump,republican,8153.0,10413
2016,Georgia,GA,Wayne,13305,Other,,219.0,10413
2016,Georgia,GA,Webster,13307,Hillary Clinton,democrat,473.0,1116
2016,Georgia,GA,Webster,13307,Donald Trump,republican,630.0,1116
2016,Georgia,GA,Webster,13307,Other,,13.0,1116
2016,Georgia,GA,Wheeler,13309,Hillary Clinton,democrat,646.0,2102
2016,Georgia,GA,Wheeler,13309,Donald Trump,republican,1421.0,2102
2016,Georgia,GA,Wheeler,13309,Other,,35.0,2102
2016,Georgia,GA,White,13311,Hillary Clinton,democrat,1674.0,11823
2016,Georgia,GA,White,13311,Donald Trump,republican,9761.0,11823
2016,Georgia,GA,White,13311,Other,,388.0,11823
2016,Georgia,GA,Whitfield,13313,Hillary Clinton,democrat,7937.0,30658
2016,Georgia,GA,Whitfield,13313,Donald Trump,republican,21537.0,30658
2016,Georgia,GA,Whitfield,13313,Other,,1184.0,30658
2016,Georgia,GA,Wilcox,13315,Hillary Clinton,democrat,852.0,2976
2016,Georgia,GA,Wilcox,13315,Donald Trump,republican,2096.0,2976
2016,Georgia,GA,Wilcox,13315,Other,,28.0,2976
2016,Georgia,GA,Wilkes,13317,Hillary Clinton,democrat,1848.0,4486
2016,Georgia,GA,Wilkes,13317,Donald Trump,republican,2572.0,4486
2016,Georgia,GA,Wilkes,13317,Other,,66.0,4486
2016,Georgia,GA,Wilkinson,13319,Hillary Clinton,democrat,1894.0,4287
2016,Georgia,GA,Wilkinson,13319,Donald Trump,republican,2333.0,4287
2016,Georgia,GA,Wilkinson,13319,Other,,60.0,4287
2016,Georgia,GA,Worth,13321,Hillary Clinton,democrat,2020.0,8295
2016,Georgia,GA,Worth,13321,Donald Trump,republican,6152.0,8295
2016,Georgia,GA,Worth,13321,Other,,123.0,8295
2016,Hawaii,HI,Hawaii,15001,Hillary Clinton,democrat,41259.0,64867
2016,Hawaii,HI,Hawaii,15001,Donald Trump,republican,17501.0,64867
2016,Hawaii,HI,Hawaii,15001,Other,,6107.0,64867
2016,Hawaii,HI,Honolulu,15003,Hillary Clinton,democrat,175696.0,285790
2016,Hawaii,HI,Honolulu,15003,Donald Trump,republican,90326.0,285790
2016,Hawaii,HI,Honolulu,15003,Other,,19768.0,285790
2016,Hawaii,HI,Kauai,15007,Hillary Clinton,democrat,16456.0,26335
2016,Hawaii,HI,Kauai,15007,Donald Trump,republican,7574.0,26335
2016,Hawaii,HI,Kauai,15007,Other,,2305.0,26335
2016,Hawaii,HI,Maui,15009,Hillary Clinton,democrat,33480.0,51945
2016,Hawaii,HI,Maui,15009,Donald Trump,republican,13446.0,51945
2016,Hawaii,HI,Maui,15009,Other,,5019.0,51945
2016,Idaho,ID,Ada,16001,Hillary Clinton,democrat,75677.0,195669
2016,Idaho,ID,Ada,16001,Donald Trump,republican,93752.0,195669
2016,Idaho,ID,Ada,16001,Other,,26240.0,195669
2016,Idaho,ID,Adams,16003,Hillary Clinton,democrat,415.0,2183
2016,Idaho,ID,Adams,16003,Donald Trump,republican,1556.0,2183
2016,Idaho,ID,Adams,16003,Other,,212.0,2183
